city,title,price,location,area,building_area,bedrooms,bathrooms,garage
Jakarta Selatan,Jual Rumah Hitung Tanah Prime Area Pondok Indah,"Rp 18,5 Miliar","Pondok Indah, Jakarta Selatan",: 200 m²,,,,
Jakarta Selatan,"Darmawangsa, Kebayoran Baru -  Jual Paling Murah, Rumah Lama Di Darmawangsa Kebayoran Baru",Rp 23 Miliar,"Kebayoran Baru, Jakarta Selatan",: 525 m²,: 450 m²,4,4,2
Jakarta Selatan,Rumah Kebayoran Baru ~ Lt/Lb 587/200 ~ Prime Area,Rp 34 Miliar,"Kebayoran Baru, Jakarta Selatan",: 587 m²,: 200 m²,4,4,5
Jakarta Selatan,Tebet Akses Jalan 1 Mobil Lebar Mudah Dilalui Mobil Sisa 1 Unit,"Rp 2,99 Miliar","Tebet, Jakarta Selatan",: 110 m²,: 140 m²,3,3,2
Jakarta Selatan,Dp Mulai 0 Townhouse Indah Asri Residen di Bintaro,Rp 800 Juta,"Bintaro, Jakarta Selatan",: 65 m²,: 36 m²,2,1,1
Jakarta Selatan,"Turun Harga menjadi 3,4M Nego - Rumah Nyaman Lokasi Strategis Di Kebagusan, Jakarta Selatan","Rp 3,4 Miliar","Kebagusan, Jakarta Selatan",: 136 m²,: 280 m²,5,3,3
Jakarta Selatan,Dijual Rumah Nyaman Dan Dengan Taman Yang Luas,"Rp 15,5 Miliar","Cilandak, Jakarta Selatan",: 673 m²,: 937 m²,5,4,2
Jakarta Selatan,Dijual Rumah Dalam Komplek Akses Jalan Lebar Ada Tempat Tamu Parkir,"Rp 2,9 Miliar","Tebet, Jakarta Selatan",: 103 m²,: 150 m²,3,3,1
Jakarta Selatan,Rumah Jalan Deplu Pondok Pinang 386 m hak milik 2 lantai,Rp 8 Miliar,"Pondok Pinang, Jakarta Selatan",: 386 m²,: 380 m²,5,3,2
Jakarta Selatan,"Rumah 3 Lantai Bagus Furnished SHM di Cilandak, Jakarta Selatan",Rp 11 Miliar,"Cilandak, Jakarta Selatan",: 231 m²,: 365 m²,4,4,2
Jakarta Selatan,"Rumah Brand New 3 Lantai Bagus Unfurnished SHM di Kemang, Jakarta Selatan","Rp 4,95 Miliar","Kemang, Jakarta Selatan",: 107 m²,: 225 m²,4,3,2
Jakarta Selatan,"Rumah Siap Huni Di Lapangan Ros, Tebet Bebas Banjir, Akses Jalan 2 Mobil","Rp 3,65 Miliar","Tebet, Jakarta Selatan",: 157 m²,: 225 m²,5,3,2
Jakarta Selatan,Dijual Rumah Cantik Cluster 2 Lantai Jalan Radio Dijagakarsa Kpr,Rp 595 Juta,"Jagakarsa, Jakarta Selatan",: 30 m²,: 55 m²,3,2,1
Jakarta Selatan,Jual Cepat | Rumah Tebet Siap Huni,"Rp 3,65 Miliar","Tebet, Jakarta Selatan",: 157 m²,: 225 m²,5,3,1
Jakarta Selatan,Rumah Klasik Bebas Banjir Lokasi Premium Wijaya Jakarta Selatan,Rp 11 Miliar,"Kebayoran Baru, Jakarta Selatan",: 261 m²,: 300 m²,5,3,1
Jakarta Selatan,Forsale Rumah Impian Pondok Indah Lokasi Strategis Jakarta Selata,"Rp 15,9 Miliar","Pondok Indah, Jakarta Selatan",: 240 m²,: 400 m²,5,5,3
Jakarta Selatan,Rumah Luas 760 M2 Jl Asem Baris 200 Mtr St. Tebet Jakarta Selatan,Rp 16 Miliar,"Tebet, Jakarta Selatan",: 760 m²,: 1020 m²,7,4,4
Jakarta Selatan,New House Minimalis Modern Dekat Mrt Di Lengkapi Fasum,"Rp 1,4 Miliar","Lebak Bulus, Jakarta Selatan",: 89 m²,: 80 m²,3,3,1
Jakarta Selatan,New House American Modern Selangkah Ke Mrt Lebak Bulus,"Rp 1,7 Miliar","Lebak Bulus, Jakarta Selatan",: 90 m²,: 92 m²,3,3,2
Jakarta Selatan,Rumah Mewah Dekat Cipete Raya,Rp 11 Miliar,"Cipete, Jakarta Selatan",: 358 m²,: 400 m²,4,4,3
Jakarta Selatan,Rumah Hook Ada Lift Dan Pool di Bukit Golf Pondok Indah,Rp 150 Miliar,"Pondok Indah, Jakarta Selatan",: 1980 m²,: 800 m²,5,3,5
Jakarta Selatan,"Rumah Pondok Indah, Kokoh Kontur Tinggi Anti Banjir Lokasi Tenang",Rp 34 Miliar,"Pondok Indah, Jakarta Selatan",: 768 m²,: 600 m²,6,5,2
Jakarta Selatan,"Rumah Bagus, Ceiling Tinggi, Dilengkapi Kolam Renang, Lay Out Bagus",Rp 21 Miliar,"Pondok Indah, Jakarta Selatan",: 543 m²,: 400 m²,5,5,2
Jakarta Selatan,Rumah Bagus 2lantai Di Pondok Indah Dengan Kamar Tidur Yg Besar,"Rp 9,5 Miliar","Pondok Indah, Jakarta Selatan",: 200 m²,: 300 m²,3,2,2
Jakarta Selatan,"Rumah Pondok Indah Terawat, Jalan Lebar","Rp 17,9 Miliar","Pondok Indah, Jakarta Selatan",: 408 m²,: 400 m²,4,3,2
Jakarta Selatan,Pondok Indah Hadap Timur 3Lt  Sudah Renovasi ada tmn di belakang,"Rp 7,4 Miliar","Pondok Indah, Jakarta Selatan",: 140 m²,: 300 m²,4,3,2
Jakarta Selatan,Rumah Modern Minimalis Di Pondok Indah Dilengkapi Kolam Renang,"Rp 11,5 Miliar","Pondok Indah, Jakarta Selatan",: 243 m²,: 330 m²,3,3,1
Jakarta Selatan,"Rumah Pondok Indah Siap Huni, Sudah Renov Walking Distance To Mall",Rp 12 Miliar,"Pondok Indah, Jakarta Selatan",: 260 m²,: 310 m²,4,5,3
Jakarta Selatan,Jamin Termurah Rumah Baru Tebet Mas Classic Modern Buat Lebaran Dengan Bahan Bangunan High Spec,Rp 15 Miliar,"Tebet, Jakarta Selatan",: 350 m²,: 340 m²,3,4,3
Jakarta Selatan,Rumah Tua Hitung Tanah Panglima Polim Murah Lokasi Nyaman & Strategis Jarang Ada,Rp 19 Miliar,"Kebayoran Baru, Jakarta Selatan",: 395 m²,: 200 m²,3,2,2
Jakarta Selatan,Rumah Kebayoran Baru Fully Furnish Lux American Classic Jalan Dempo Jarang Ada Siap Huni,"Rp 22,5 Miliar","Kebayoran Baru, Jakarta Selatan",: 367 m²,: 500 m²,5,5,2
Jakarta Selatan,Termurah Rumah Kebayoran Baru Konsep Tropical,"Rp 10,5 Miliar","Kebayoran Baru, Jakarta Selatan",: 220 m²,: 200 m²,3,3,2
Jakarta Selatan,"Pasar Minggu, Rumah Siap Huni Di Dalam Kompleks Dengan Lokasi Strategis","Rp 5,5 Miliar","Pasar Minggu, Jakarta Selatan",: 20400 m²,: 25000 m²,4,2,2
Jakarta Selatan,Rumah Lokasi Langka Kebayoran Baru Murah,Rp 70 Miliar,"Kebayoran Baru, Jakarta Selatan",: 792 m²,: 1100 m²,6,6,4
Jakarta Selatan,"Dijual Rumah 2 Lantai Di Kebayoran Baru Jakarta Selatan, Depan Taman, Row Jalan Lebar, Lokasi Strategis. Murah.",Rp 52 Miliar,"Kebayoran Baru, Jakarta Selatan",: 726 m²,: 564 m²,6,3,4
Jakarta Selatan,Rumah Hoek Hdp Selatan Jln 3 Mbl Carport 3 Mbl Di Townhouse Kpr 0,"Rp 3,15 Miliar","Jagakarsa, Jakarta Selatan",: 175 m²,: 135 m²,3,3,3
Jakarta Selatan,Rumah Furnished Akses Strategis Dekat Pintu Tol Desari,"Rp 1,27 Miliar","Jagakarsa, Jakarta Selatan",: 90 m²,: 135 m²,3,3,2
Jakarta Selatan,"Rumah 1 Lantai Terawat, Area Exclusive",Rp 86 Miliar,"Kebayoran Baru, Jakarta Selatan",: 1050 m²,: 600 m²,4,3,4
Jakarta Selatan,Rumah Lama Terawat 1 Lantai Halaman Luas,Rp 62 Miliar,"Pondok Indah, Jakarta Selatan",: 1778 m²,: 700 m²,6,6,6
Jakarta Selatan,Rumah Hook 2 Lantai Dekat Area Business Cocok Utk Investasi,Rp 20 Miliar,"Kebayoran Baru, Jakarta Selatan",: 285 m²,: 300 m²,5,4,3
Jakarta Selatan,Rumah Siap Huni Kokoh Dan Mewah 2 Lantai Shm Dekat Dengan Panglima Polim Kebayoran Baru Jakarta Selatan,Rp 10 Miliar,"Kebayoran Baru, Jakarta Selatan",: 201 m²,: 400 m²,4,4,2
Jakarta Selatan,Rumah Pondok Indah Jual Cepat Shm,Rp 7 Miliar,"Pondok Indah, Jakarta Selatan",: 160 m²,: 200 m²,3,4,1
Jakarta Selatan,Rumah Siap Huni Shm Di Brawijaya Kebayoran Baru Jakarta Selatan,Rp 80 Miliar,"Kebayoran Baru, Jakarta Selatan",: 700 m²,: 800 m²,4,4,2
Jakarta Selatan,Rumah Kost 10 Kamar Dekat Pondok Indah Jakarta Selatan,Rp 10 Miliar,"Pondok Indah, Jakarta Selatan",: 452 m²,: 300 m²,10,10,2
Jakarta Selatan,"Rumah Bagus Di Area Premium Pondok Indah, Jalan 4 Mobil",Rp 25 Miliar,"Pondok Indah, Jakarta Selatan",: 576 m²,: 409 m²,4,4,3
Jakarta Selatan,Rumah Hoek Nyaman Dekat Eco Park Stasiun Lrt Tebet Timur Dalam,"Rp 15,8 Miliar","Tebet, Jakarta Selatan",: 298 m²,: 550 m²,4,3,2
Jakarta Selatan,Super Drop Price Jarang Ada Rumah Di Tebet Harga BU,"Rp 3,3 Miliar","Tebet, Jakarta Selatan",: 226 m²,: 325 m²,4,4,2
Jakarta Selatan,BUKIT GOLF PONDOK INDAH. LT 1595m2 Rp 95M. SELALU TER EXPAT,Rp 95 Miliar,"Pondok Indah, Jakarta Selatan",: 1595 m²,: 700 m²,7,5,8
Jakarta Selatan,Rumah Dijual Kemang Fully Furnished Jakarta Selatan,"Rp 10,5 Miliar","Kemang, Jakarta Selatan",: 200 m²,: 330 m²,4,3,1
Jakarta Selatan,Rumah Kemang 4 Lantai Dijual Jakarta Selatan,"Rp 9,85 Miliar","Kemang, Jakarta Selatan",: 217 m²,: 440 m²,4,3,2
Jakarta Selatan,Dijual Hunian Tenang Dalam Townhouse 3 Lantai Plus Rooftop,"Rp 6,9 Miliar","Kemang, Jakarta Selatan",: 187 m²,: 361 m²,4,3,3
Jakarta Selatan,"Rumah Nyaman Lokasi Strategis Di Jagakarsa, Jakarta Selatan","Rp 3,5 Miliar","Jagakarsa, Jakarta Selatan",: 245 m²,: 180 m²,3,2,1
Jakarta Selatan,"Rumah Hoek, Shm 2 Lantai Di Taman Metro Alam, Pondok Indah.",Rp 50 Miliar,"Pondok Indah, Jakarta Selatan",: 1091 m²,: 1113 m²,5,5,
Jakarta Selatan,Rumah Siap Huni Bangunan 3 Lantai Dengan Rooftop City View,"Rp 3,2 Miliar","Tebet, Jakarta Selatan",: 100 m²,: 160 m²,3,2,1
Jakarta Selatan,Ps Minggu Tb Simatupang Komplek Dekat Tol Seberang Hotel Aston,"Rp 2,65 Miliar","Pasar Minggu, Jakarta Selatan",: 125 m²,: 85 m²,4,2,2
Jakarta Selatan,"Termurah!!! Tebet Timur Raya, Rumah Mewah Akses Lebar Luas 451 M2",Rp 17 Miliar,"Tebet, Jakarta Selatan",: 451 m²,: 560 m²,5,4,2
Jakarta Selatan,"HOUSE TEBET BARAT, AKSES JALAN 2 MOBIL SANGAT STRATEGIS","Rp 5,7 Miliar","Tebet, Jakarta Selatan",: 164 m²,: 300 m²,4,6,
Jakarta Selatan,"Rumah Mewah Dan Swimming Pool Di Permata Hijau, Jakarta Selatan",Rp 24 Miliar,"Permata Hijau, Jakarta Selatan",: 750 m²,: 750 m²,5,5,2
Jakarta Selatan,Dijual Rumah Cluster Private Pool Di Kebagusan Jakarta Selatan,"Rp 4,25 Miliar","Kebagusan, Jakarta Selatan",: 127 m²,: 280 m²,6,5,1
Jakarta Selatan,Rumah 2 Lt Di Town House Besar Bebas Banjir Jln Msk 3 Mbl Kpr 0,"Rp 2,1 Miliar","Jagakarsa, Jakarta Selatan",: 100 m²,: 112 m²,3,3,2
Jakarta Selatan,Jual Rumah  Area Tenang Cocok Untuk Kantor..murah,Rp 12 Miliar,"Kebayoran Baru, Jakarta Selatan",: 245 m²,: 325 m²,4,3,
Jakarta Selatan,Rumah Zona Komersial 2 Lantai + Basemen Semi Furnished Strategis,Rp 42 Miliar,"Kebayoran Baru, Jakarta Selatan",: 683 m²,: 689 m²,5,3,8
Jakarta Selatan,Rumah Shm Bagus 2 Lantai Siap Huni Lingkungan Tenang Dan Nyaman,"Rp 14,5 Miliar","Pondok Indah, Jakarta Selatan",: 282 m²,: 315 m²,5,3,1
Jakarta Selatan,Rumah Siap Huni Lokasi Favorit Tebet Barat Akses Jalan Lebar,"Rp 3,25 Miliar","Tebet, Jakarta Selatan",: 90 m²,: 130 m²,3,3,1
Jakarta Selatan,"Paling Murah! Hitung Tanah Saja 633 Meter, Harga NJOP","Rp 19,8 Miliar","Pondok Indah, Jakarta Selatan",: 633 m²,: 400 m²,4,3,
Jakarta Selatan,Promo Soft Launching Cluster Scandinavian Lt 97m² Jagakarsa,"Rp 1,99 Miliar","Jagakarsa, Jakarta Selatan",: 97 m²,: 170 m²,4,4,2
Jakarta Selatan,Dp Mulai 0 Persen Townhouse Cendrawasih Asri di Bintaro,Rp 800 Juta,"Bintaro, Jakarta Selatan",: 67 m²,: 40 m²,2,1,1
Jakarta Timur,Rumah Cantik Kota Wisata Termurah,"Rp 2,39 Miliar","Cibubur, Jakarta Timur",: 200 m²,: 207 m²,4,3,4
Jakarta Timur,Rumah Carport Luas Bisa Nego 15 Mnt ke Cibubur Junction Dibantu KPR J23553,Rp 470 Juta,"Ciracas, Jakarta Timur",: 90 m²,: 80 m²,2,1,
Jakarta Timur,Rumah Murah Dan Shm Dekat Apart Basura Cipinang Jakarta Timiur,Rp 458 Juta,"Cipinang, Jakarta Timur",: 20 m²,: 39 m²,2,2,
Jakarta Timur,Rumah Murah Ada Carpot Shm Di Pisangan Baru Selatan,"Rp 1,15 Miliar","Pisangan Lama, Jakarta Timur",: 50 m²,: 85 m²,3,3,2
Jakarta Timur,Rumah Murah Tanah Luas Di Jatiwaringin Asri Bebas Banjir,"Rp 1,4 Miliar","Jatiwaringin, Jakarta Timur",: 217 m²,: 90 m²,3,2,
Jakarta Timur,Rumah 2 Lantai Mewah Moderen Shm Di Pisangan Baru Jakarta Timur,"Rp 1,19 Miliar","Matraman, Jakarta Timur",: 51 m²,: 89 m²,3,3,1
Jakarta Timur,Rumah Mewah Termurah Jakarta Garden City Cakung Jakarta Timur Dkt Aeon Mall Dan Ikea,"Rp 1,6 Miliar","Cakung, Jakarta Timur",: 102 m²,: 69 m²,2,2,2
Jakarta Timur,Rumah di Duren Sawit bisa custom Dekat St Buaran,"Rp 2,1 Miliar","Duren Sawit, Jakarta Timur",: 90 m²,: 110 m²,3,3,2
Jakarta Timur,Rumah 2lt 8x15 120m 3kt Cluster Thames Jgc Jakarta Garden City,"Rp 1,95 Miliar","Jakarta Garden City, Jakarta Timur",: 120 m²,: 90 m²,3,3,2
Jakarta Timur,"Kavling Polri Kayu Mas, Jakarta Timur - Modern Tropis Kontemporer, High-End Material Quality  ( Rumah 2 Lantai Shm Bagus Utara )","Rp 5,35 Miliar","Pulo Gadung, Jakarta Timur",: 299 m²,: 399 m²,5,3,2
Jakarta Timur,Rumah Cantik Murah Design Elegan Dalam Cluster  Kp Tengah  Kramatjati Jaktim,"Rp 2,09 Miliar","Kramat Jati, Jakarta Timur",: 84 m²,: 110 m²,3,3,
Jakarta Timur,Rumah di Kota Wisata Cibubur Termurah,"Rp 2,99 Miliar","Kota Wisata, Jakarta Timur",: 220 m²,: 201 m²,4,3,2
Jakarta Timur,Rumah Murah Hadap Jalan Raya Di Area Rawamangun,"Rp 2,5 Miliar","Rawamangun, Jakarta Timur",: 76 m²,: 90 m²,2,2,2
Jakarta Timur,Townhouse  Di Cipinang Elok Jaktim,Rp 550 Juta,"Jatinegara, Jakarta Timur",: 25 m²,: 50 m²,2,2,1
Jakarta Timur,Dijual Rumah Baru Dalam Komplek Elite Akses Jalan Lebar Di Pondok Kelapa Jakarta Timur,"Rp 4,25 Miliar","Pondok Kelapa, Jakarta Timur",: 145 m²,: 250 m²,4,3,2
Jakarta Timur,Turun Harga Rumah Second Dalam Cluster Dekat Pintu Tol Jatiwaringin Siap Huni Di Pondok Bambu Jakarta Timur,"Rp 3,8 Miliar","Pondok Bambu, Jakarta Timur",: 166 m²,: 128 m²,3,3,6
Jakarta Timur,Rumah Murah Luas 4kt Terdapat Balkkon Dekat Mal Siap Kpr J20876,"Rp 1,93 Miliar","Pasar Rebo, Jakarta Timur",: 130 m²,: 180 m²,3,3,1
Jakarta Timur,"Turun Harga, Rumah Second Kokoh Terawat Dekat Exit Tol Becakayu Dalam Komplek Di Pondok Kelapa Duren Sawit Jakarta Timur",Rp 5 Miliar,"Duren Sawit, Jakarta Timur",: 250 m²,: 409 m²,5,5,2
Jakarta Timur,Pulo Asem Timur Raya Rumah 2 Lantai Bagus Dan Siap Huni,"Rp 9,8 Miliar","Pulo Asem, Jakarta Timur",: 375 m²,: 500 m²,5,3,
Jakarta Timur,"Termurah, Jual Butuh, Rumah  Depan Taman Di Citra Gran Cibubur","Rp 2,25 Miliar","Citra Grand, Jakarta Timur",: 160 m²,: 230 m²,3,3,2
Jakarta Timur,Turun Harga Dijual Cepat Rumah 2lt Rapih Di Raffles Hills Cibubut,"Rp 2,5 Miliar","Raffles Hills, Jakarta Timur",: 171 m²,: 129 m²,3,3,1
Jakarta Timur,"Dijual Cepat
rumah Mewah Dalam Komplek Jakarta Timur","Rp 2,58 Miliar","Duren Sawit, Jakarta Timur",: 186 m²,: 165 m²,5,4,1
Jakarta Timur,"Dijual Cepat Malaka Country Estate Pondok Kopi, Jakarta Timur.","Rp 3,7 Miliar","Pondok Kopi, Jakarta Timur",: 150 m²,: 370 m²,5,6,
Jakarta Timur,Rumah Termurah Di Cibubur Ciracas Jakarta Timur...,Rp 650 Juta,"Cijantung, Jakarta Timur",: 67 m²,: 60 m²,3,2,1
Jakarta Timur,Rumah Mewah Lokasi Premium   Selangkah Ke Aeon Mall Dan Ikea Jakarta Garden City Cakung  Jakarta Timur,"Rp 3,4 Miliar","Cakung, Jakarta Timur",: 105 m²,: 140 m²,4,3,2
Jakarta Timur,Rumah Mewah  Termurah  Cluster Dkt Aeon Mall Dan Ikea Jakarta Garden City,"Rp 1,8 Miliar","Cakung, Jakarta Timur",: 85 m²,: 73 m²,4,3,2
Jakarta Timur,Harga Termurah Rumah 2lt 5x17 85m 3kt Mahakam The Signature Jgc,"Rp 1,81 Miliar","Cakung, Jakarta Timur",: 85 m²,: 63 m²,4,2,
Jakarta Timur,Rumah 2lt 8x15 120m Type 3KT Cluster Alamanda JGC Jakarta Garden City,"Rp 2,1 Miliar","Jakarta Garden City, Jakarta Timur",: 120 m²,: 168 m²,3,3,1
Jakarta Timur,Ex Rumah Contoh 3lt Furnished 200m 14x14 4KT Cluster Sentarum Asya Jgc Jakarta,"Rp 5,9 Miliar","Cakung, Jakarta Timur",: 195 m²,: 193 m²,4,4,2
Jakarta Timur,Rumah 6x15 90m Type 3kt Cluster Shinano Jgc Jakarta Garden City,"Rp 1,45 Miliar","Jakarta Garden City, Jakarta Timur",: 90 m²,: 63 m²,3,1,2
Jakarta Timur,Rumah 3lt 9x14 126m 4KT Sf Cluster Matana Asya Jgc Jakarta Garden City,"Rp 3,3 Miliar","Cakung, Jakarta Timur",: 126 m²,: 146 m²,4,4,2
Jakarta Timur,"Turun Harga Rumah Hook Asya Cluster Matana, Jakarta Garden City, 007","Rp 4,2 Miliar","Cakung, Jakarta Timur",: 204 m²,: 177 m²,5,5,2
Jakarta Timur,Flash Sale Rumah 3lt 9x14 126m Type 4KT Cluster Sentarum Asya Jgc Cakung,"Rp 4,1 Miliar","Cakung, Jakarta Timur",: 126 m²,: 171 m²,4,4,
Jakarta Timur,Rumah 2lt 244m Type 4KT Cluster Dbanyan Jgc Jakarta Garden City,"Rp 4,65 Miliar","Cakung, Jakarta Timur",: 244 m²,: 252 m²,4,3,
Jakarta Timur,Rumah 2lt 148m Type 3KT Cluster Cassia Jgc Jakarta Garden City,"Rp 2,7 Miliar","Cakung, Jakarta Timur",: 148 m²,: 156 m²,3,3,
Jakarta Timur,"Lelang Rumah di Ujung Menteng, Cakung Jakarta Timur","Rp 1,24 Miliar","Cakung, Jakarta Timur",: 90 m²,: 144 m²,3,2,
Jakarta Timur,For Sale Rumah 2 Lantai Semi Furnish Super B.u  Dalam Komplek  Condet Kramatjati Jaktim,"Rp 1,8 Miliar","Kramat Jati, Jakarta Timur",: 135 m²,: 150 m²,4,3,
Jakarta Timur,Dijual Rumah 2 Lantai Dalam Cluster Kp Tengah Jaktim,"Rp 1,85 Miliar","Kramat Jati, Jakarta Timur",: 112 m²,: 100 m²,2,,
Jakarta Timur,Murah Rumah 481 Mtr Mewah Kolam Renang Pribadi Duren Sawit  Etty,"Rp 7,5 Miliar","Duren Sawit, Jakarta Timur",: 481 m²,: 290 m²,7,5,8
Jakarta Timur,Rumah Siap Huni Premium Akses Strategis Dekat Toll & Lrt,"Rp 1,3 Miliar","Jatiwaringin, Jakarta Timur",: 77 m²,: 85 m²,3,2,2
Jakarta Timur,Rumah Cantik 2lt Malaka Country Estate,"Rp 2,29 Miliar","Duren Sawit, Jakarta Timur",: 180 m²,: 200 m²,4,3,2
Jakarta Timur,Rumah Lama Termurah Eramas 2000 Dibawah Njop,"Rp 2,99 Miliar","Cakung, Jakarta Timur",: 534 m²,: 505 m²,6,4,4
Jakarta Timur,"Rumah Strategis Di Duren Sawit,akses Mudah Jakarta",Rp 3 Miliar,"Duren Sawit, Jakarta Timur",: 351 m²,: 180 m²,5,3,4
Jakarta Timur,"Grand Royal Cipayung,rumah 3 Lantai Dijual Harga Kompetitif","Rp 1,3 Miliar","Cipayung, Jakarta Timur",: 72 m²,: 200 m²,4,3,2
Jakarta Timur,Rumah 3 Lantai 4KT Cluster Sentarum Asya Jakarta Garden City Jgc,"Rp 4,1 Miliar","Jakarta Garden City, Jakarta Timur",: 126 m²,: 171 m²,4,4,2
Jakarta Timur,Rumah Minimalis Dua Lantai Lokasi Strategis Dekat Taman Kota Yg Asri Sejuk Di Cipayung Jakarta Timur,Rp 275 Juta,"Cipayung, Jakarta Timur",: 22 m²,: 45 m²,2,1,1
Jakarta Timur,Rumah LT 144 Hadap Timur Siap KPR dekat Sekolah dan Mall di Jaktim Bisa Nego J23836,"Rp 1,83 Miliar","Duren Sawit, Jakarta Timur",: 144 m²,: 110 m²,4,4,
Jakarta Timur,Rumah Mewah Hadap Selatan Bisa Nego 10 menit ke Mal Ciputra Cibubur Siap KPR J25431,"Rp 2,55 Miliar","Cibubur, Jakarta Timur",: 180 m²,: 236 m²,5,3,
Jakarta Timur,Rumah Hadap Selatan Halaman Luas 10 Menit ke Mall Ciputra Cibubur Siap KPR J16914,"Rp 1,28 Miliar","Cibubur, Jakarta Timur",: 150 m²,: 91 m²,3,1,
Jakarta Timur,Rumah SHM LT 112 Dibantu KPR 800jt dekat Cibubur Junction Harga Nego  J21144,Rp 830 Juta,"Cibubur, Jakarta Timur",: 112 m²,: 75 m²,2,2,
Jakarta Timur,Rumah 9 Menit ke Stasiun Cakung Harga Nego LT 140 Dibantu KPR J24492,"Rp 1,55 Miliar","Cakung, Jakarta Timur",: 140 m²,: 100 m²,4,2,
Jakarta Timur,Rumah 2lt Luas 6x14 84m 2KT Cluster Sentarum Asya Jgc Jakarta Garden City,"Rp 2,6 Miliar","Cakung, Jakarta Timur",: 84 m²,: 80 m²,2,3,
Jakarta Timur,Mau rumah keren modern minimalis di Cipinang elok dg harga murah?,Rp 458 Juta,"Cipinang, Jakarta Timur",: 20 m²,: 39 m²,2,2,
Jakarta Timur,"Rumah 2 Lantai Di Kelapa Dua Wetan Ciracas,jakarta Timur","Rp 1,33 Miliar","Ciracas, Jakarta Timur",: 138 m²,: 200 m²,4,4,1
Jakarta Timur,"[ Rumah Mewah, Full Furnished, Bisa Kpr] Di Pisangan Baru Jakarta Timur","Rp 2,63 Miliar","Pisangan Lama, Jakarta Timur",: 76 m²,: 100 m²,3,2,1
Jakarta Timur,Rumah Mewah Di Cipinang Raya Jakarta Timur,"Rp 2,5 Miliar","Cipinang, Jakarta Timur",: 76 m²,: 90 m²,3,3,1
Jakarta Timur,Dijual Rumah 2 Lantai 10 Menit Dari Tol Jatinegara,"Rp 1,35 Miliar","Matraman, Jakarta Timur",: 45 m²,: 87 m²,2,2,1
Jakarta Timur,Dijual Rumah 2 Lantai Sederhana 10 Menit Dari Mall Basyura,Rp 458 Juta,"Cipinang, Jakarta Timur",: 20 m²,: 39 m²,2,2,
Jakarta Timur,Rumah Carport Luas 10 Mnt ke Cibubur Plaza Dibantu KPR Bisa Nego J23553,Rp 470 Juta,"Cibubur, Jakarta Timur",: 90 m²,: 80 m²,2,1,
Jakarta Timur,Rumah Hook Luas 10 menit ke Trans Studio Mall Cibubur Semi Furnished Bisa Nego J19712,"Rp 1,06 Miliar","Cibubur, Jakarta Timur",: 164 m²,: 75 m²,2,1,
Jakarta Timur,Rumah Lb 215 Dekat Mall Dan Lrt di Jakarta Harga Nego Dibantu Kpr J15948,"Rp 4,37 Miliar","Cakung, Jakarta Timur",: 162 m²,: 215 m²,4,3,
Jakarta Timur,Rumah Minimalis Seken 15 Menit ke Stasiun Harjamukti Hadap Timur Siap KPR J22181,Rp 670 Juta,"Cibubur, Jakarta Timur",: 70 m²,: 48 m²,2,1,
Jakarta Timur,Rumah Siap Huni Bebas Banjir dekat Mall Grand Cakung Dibantu KPR J18362,Rp 540 Juta,"Cakung, Jakarta Timur",: 90 m²,: 72 m²,3,1,
Jakarta Timur,Rumah SHM Hadap Utara 8 Menit ke Metropolitan Mall Cibubur Harga Nego J20700,Rp 650 Juta,"Cibubur, Jakarta Timur",: 72 m²,: 100 m²,3,2,
Jakarta Timur,Rumah Murah Strategis dekat  Mall Grand Cakung Jaktim Harga Nego Dibantu KPR J26462,Rp 630 Juta,"Cakung, Jakarta Timur",: 72 m²,: 45 m²,2,1,
Jakarta Timur,Rumah SHM Cantik 7 menit ke Mall Ciputra Cibubur Free Renov Semi Furnished J22024,"Rp 1,07 Miliar","Cibubur, Jakarta Timur",: 105 m²,: 122 m²,2,2,
Jakarta Timur,Rumah Mewah 3 Lt Harga Nego 7 Menit ke Mall Grand Cakung Siap KPR J24933,"Rp 3,43 Miliar","Cakung, Jakarta Timur",: 160 m²,: 250 m²,4,4,
Jakarta Timur,Rumah Gratis Renov 15 Menit ke Mall Metropolitan Cibubur Harga Nego Siap KPR J26903,Rp 470 Juta,"Cibubur, Jakarta Timur",: 60 m²,: 40 m²,2,1,
Jakarta Timur,"Rumah 2 Lt Bisa Nego Dibantu KPR dekat Green Pramuka Square Mall, Jaktim J17509","Rp 1,66 Miliar","Rawamangun, Jakarta Timur",: 68 m²,: 80 m²,3,1,
Jakarta Timur,Rumah SHM 2 Lt dekat Cibubur Junction Sudah Renov Ready Furnished J21131,"Rp 1,05 Miliar","Cibubur, Jakarta Timur",: 77 m²,: 120 m²,2,2,
Jakarta Timur,Rumah Minimalis Modern Akses Dekat Pintu Tol Cakung 2 Semi Furnish J25828,Rp 1 Miliar,"Cakung, Jakarta Timur",: 60 m²,: 87 m²,3,2,
Jakarta Timur,Rumah SHM LT 238 Bisa Nego 10 Menit ke Mall Cipinang Indah Dibantu KPR J26748,"Rp 4,98 Miliar","Rawamangun, Jakarta Timur",: 238 m²,: 158 m²,4,3,
Jakarta Timur,"Dijual Rumah Di Cluster Jura Metland Menteng Jakarta Timur, Rumah Baru Gress","Rp 1,7 Miliar","Cakung, Jakarta Timur",: 96 m²,: 70 m²,2,2,
