,city,title,price,location,area,building_area,bedrooms,bathrooms,garage
1502,Tangerang,Dijual Termurah Brand New Cluster Carson Gading Serpong 4 BR,3700.0,"Gading Serpong, Tangerang",121.0,150.0,4.0,3.0,2.0
1503,Tangerang,Rumah 2 Lantai Di Mozart Gading Serpong,5700.0,"Gading Serpong, Tangerang",170.0,211.0,4.0,4.0,1.0
1504,Tangerang,Rumah Hook 3 Lantai Kuldesak Kondisi Rapih Dan Bagus Lokasi Cluster Lavender Gading Serpong,5800.0,"Gading Serpong, Tangerang",223.0,356.0,4.0,4.0,2.0
1505,Tangerang,Rumah Baru Bangunan Mandiri 2lantai Di Bsd,5490.0,"BSD, Tangerang",208.0,245.0,4.0,3.0,2.0
1506,Tangerang,Rumah Depan Clubhouse Furnished Mewah Di Pondok Hijau Golf Gading Serpong,6950.0,"Gading Serpong, Tangerang",228.0,315.0,4.0,3.0,2.0
1507,Tangerang,Industrial Siap Huni-SHM,1800.0,"BSD City, Tangerang",80.0,110.0,3.0,3.0,0.0
1508,Tangerang,Dijual Rumah Cluster Alicante Gading Serpong,3450.0,"Gading Serpong, Tangerang",144.0,288.0,3.0,3.0,1.0
1509,Tangerang,Dijual Rumah Fully Furnish The Zora Cluster Kimora Bsd City,5000.0,"BSD City, Tangerang",120.0,198.0,4.0,4.0,1.0
1510,Tangerang,Rumah Full Renovasi Kamar Tidur Besar Dalam Cluster Di Bsd,5500.0,"BSD, Tangerang",240.0,306.0,4.0,4.0,2.0
1511,Tangerang,"Rumah Edison Scientia Gading Serpong, Siap Huni, Full Renov, Rapi, Dekat Umn, Pradita, al azhar",3300.0,"Gading Serpong, Tangerang",144.0,180.0,5.0,3.0,1.0
1512,Tangerang,"Rumah Samara Village 3 Lantai Gading Serpong, Semi Furnished",1700.0,"Gading Serpong, Tangerang",63.0,108.0,4.0,4.0,1.0
1513,Tangerang,Rumah Malibu Village Gading Serpong Siap Huni Furnished,1500.0,"Gading Serpong, Tangerang",56.0,70.0,2.0,2.0,0.0
1514,Tangerang,Rumah Sektor 1G Gading Serpong Siap Huni Dekat Sekolah Penabur,3450.0,"Gading Serpong, Tangerang",215.0,200.0,3.0,2.0,1.0
1515,Tangerang,Rumah Tesla Scientia Gading Serpong Semi Furnished Dekat Umn,2000.0,"Gading Serpong, Tangerang",77.0,73.0,3.0,2.0,0.0
1516,Tangerang,"Rumah Chalcedony Pondok Hijau Golf Phg Gading Serpong, Dekat Sms",2900.0,"Gading Serpong, Tangerang",160.0,135.0,3.0,3.0,1.0
1517,Tangerang,Rumah 2 Lantai Bagus Semi Furnished SHM Di Alam Sutera Tangerang Selatan,6500.0,"Alam Sutera, Tangerang",240.0,200.0,4.0,4.0,2.0
1518,Tangerang,Rumah Gading Serpong Pondok Hijau Golf Depan Club House Luas 228m2,6950.0,"Gading Serpong, Tangerang",228.0,315.0,4.0,3.0,2.0
1519,Tangerang,Murahhh Luas 144m2 Rumah Furnished Gading Serpong Cluster Alicante,3200.0,"Gading Serpong, Tangerang",144.0,288.0,3.0,3.0,1.0
1520,Tangerang,Rumah Serenade Lake Gading Serpong Renov Luas 144m2,3300.0,"Gading Serpong, Tangerang",144.0,195.0,3.0,3.0,2.0
1521,Tangerang,Barang Langka Rumah Terawat Sutera Renata Cluster Alba Alam Sutera,5000.0,"Alam Sutera, Tangerang",200.0,182.0,4.0,2.0,1.0
1522,Tangerang,Cepat Rumah Di Cendana Parc A No.60 Lippo Karawaci Barat,850.0,"Lippo Karawaci, Tangerang",60.0,55.0,2.0,2.0,1.0
1523,Tangerang,Rumah Full Furnished Kecuali Elektronik Tv Pajangan De Latinos Cluster Lavintage,5400.0,"BSD, Tangerang",200.0,200.0,4.0,3.0,2.0
1524,Tangerang,Siap Huni Rumah Rapi The Savia Cluster Visana Bsd,2450.0,"BSD, Tangerang",112.0,133.0,4.0,3.0,1.0
1525,Tangerang,Rumah Furnish Termurah 3 Lantai di Gading Serpong,2300.0,"Gading Serpong, Tangerang",108.0,177.0,3.0,3.0,0.0
1526,Tangerang,"Rumah  Mewah Rasa Villa, View Golf Di Paramount Hill Gading Serpong  Dengan Swimming Pool",33500.0,"Gading Serpong, Tangerang",1104.0,695.0,4.0,4.0,0.0
1527,Tangerang,"Dijual Rumah Mewah Full Furnish Branded, Hadap Selatan, Dalam Cluster Di Summarecon Serpong, Tangerang",3880.0,"Gading Serpong, Tangerang",120.0,150.0,5.0,4.0,1.0
1528,Tangerang,Rumah Bsd 2 Lantai 66m2,2300.0,"BSD City, Tangerang",66.0,95.0,3.0,3.0,0.0
1529,Tangerang,Rumah Gading Serpong Luas 210 M2 Hoek Murah ! Semifurnished Bagus,3900.0,"Gading Serpong, Tangerang",210.0,159.0,4.0,3.0,0.0
1530,Tangerang,"Rumah Hook Amercian Classic, Cluster Alicante, Gading Serpong",8100.0,"Gading Serpong, Tangerang",288.0,210.0,4.0,4.0,0.0
1531,Tangerang,"Rumah Siap Huni Cluster Pascal Scietia, Dekat Universitas Umn Gading Serpong",4050.0,"Gading Serpong, Tangerang",180.0,202.0,4.0,3.0,1.0
1532,Tangerang,"Rumah Mewah Furnished Siap Huni Lyndon Navapark, Bsd City",32000.0,"BSD City, Tangerang",495.0,545.0,5.0,7.0,2.0
1533,Tangerang,Rumah Hook Banci Cluster Lyndon Navapark di Pusat Kota Bsd City,18500.0,"BSD City, Tangerang",396.0,465.0,5.0,5.0,0.0
1534,Tangerang,Rumah The Zora Cluster Kimora di Pusat Kota Bsd City,5000.0,"BSD City, Tangerang",120.0,198.0,4.0,4.0,0.0
1535,Tangerang,"Dijual Rumah Alam Sutera 2 , Sutera Rasuna , Uk7x14m2 , Bisa Cicil Dp 12x",1960.0,"Alam Sutera, Tangerang",98.0,98.0,3.0,3.0,2.0
1536,Tangerang,"Rumah Alam Sutera 2 , Sutera Rasuna , Uk7x14m2",1960.0,"Alam Sutera, Tangerang",98.0,98.0,3.0,3.0,2.0
1537,Tangerang,"Dijual Rumah Alam Sutera 2 , Sutera Rasuna , Uk4x11m2 , Bisa Cicil Dp 12x",939.0,"Alam Sutera, Tangerang",44.0,49.0,2.0,1.0,1.0
1538,Tangerang,"Dijual Rumah Alam Sutera 2 , Sutera Rasuna , Uk6x11m2 , Bisa Cicil Dp 12x",1390.0,"Alam Sutera, Tangerang",66.0,74.0,3.0,2.0,1.0
1541,Tangerang,"Siap Huni Dijual Murah Cluster Carillo Berbatasan Dengan Bsd Dekat Komersil Area , 2 Lantai",1450.0,"Gading Serpong, Tangerang",72.0,68.0,3.0,2.0,1.0
1542,Tangerang,Hunian Baru 2 Lantai Sutera Nexen Smarthome Dekat Tol,760.0,"Alam Sutera, Tangerang",84.0,74.0,3.0,2.0,1.0
1543,Tangerang,Rumah Nuansa Villa Di Alam Sutera,11700.0,"Alam Sutera, Tangerang",480.0,480.0,5.0,4.0,2.0
1544,Tangerang,Rumah 2 Lantai Siap Huni Dan Dekat Dari Binus University,2300.0,"Alam Sutera, Tangerang",119.0,180.0,4.0,3.0,1.0
1545,Tangerang,Rumah Bagus Siap Huni Di Cluster Elista Village Gading Serpong,1550.0,"Gading Serpong, Tangerang",60.0,77.0,3.0,2.0,1.0
1546,Tangerang,Rumah 2 Lantai | Semi Furnished | Sutera Victoria | Alam Sutera |,9000.0,"Alam Sutera, Tangerang",350.0,343.0,4.0,4.0,3.0
1547,Tangerang,"Turun Harga Rumah Mewah Furnish, Siap Huni di Lyndon Nava Park",17000.0,"BSD, Tangerang",396.0,595.0,5.0,5.0,3.0
1548,Tangerang,Rumah Siap Huni Di Cluster Kimora Zora Bsd City,5000.0,"BSD City, Tangerang",120.0,120.0,4.0,4.0,0.0
1549,Tangerang,Cash/Kpr Rumah Ardea Summarecon Gading Serpong,6600.0,"Gading Serpong, Tangerang",144.0,248.0,4.0,4.0,2.0
1550,Tangerang,Rumah Murah Luas Taman Himalaya Lippo Karawaci Tangerang,2950.0,"Lippo Karawaci, Tangerang",250.0,200.0,4.0,3.0,0.0
1551,Tangerang,RUMAH EDISON GADING SERPONG DESIGN CANTIK,3300.0,"Gading Serpong, Tangerang",144.0,180.0,5.0,3.0,0.0
1552,Tangerang,Bisa Kpr! Rumah Serpong Cluster Louise 10x15 3 Lantai,4950.0,"Gading Serpong, Tangerang",150.0,237.0,4.0,4.0,0.0
1553,Tangerang,"Rumah  Cluster Chalcedony Gading Serpong Sudah Renovasi, Semi Furnished, Lay Out Maksimal",3950.0,"Gading Serpong, Tangerang",168.0,210.0,4.0,3.0,0.0
1554,Tangerang,Rumah Mewah Bsd City,7200.0,"BSD City, Tangerang",180.0,325.0,4.0,4.0,2.0
1555,Tangerang,"Rumah Modern Classic Victoria River Park Bsd , Mewah, Siap Huni, Jarang Ada , Negotiable",6500.0,"BSD City, Tangerang",330.0,315.0,4.0,3.0,2.0
1556,Tangerang,"Rumah Cantik 3 Lantai Mewah, Fully Furnished, Design Interior  Di The Zora Kimora Bsd City",5700.0,"BSD, Tangerang",120.0,195.0,4.0,4.0,2.0
1557,Tangerang,Rumah Luxmore Greenwich Bsd City Semi Furnished Dekat Kuliner Aniva Junction,3600.0,"BSD, Tangerang",135.0,163.0,4.0,3.0,2.0
1558,Tangerang,"Rumah Mewah Terrace Golf  Resort Concept, Open Space, Spacious, Lay Out, Swiming Pool,",27000.0,"BSD, Tangerang",782.0,1139.0,5.0,8.0,2.0
1559,Tangerang,"Rumah Mewah Sultan Laurel Nava Park,  Baru Renovasi , Siap Huni",21500.0,"BSD City, Tangerang",368.0,445.0,5.0,5.0,2.0
1560,Tangerang,Di Jual Cepat Rumah Gading Serpong Cluster Flamingo 4 + 1 Kamar Tidur,4000.0,"Gading Serpong, Tangerang",144.0,166.0,4.0,4.0,0.0
1561,Tangerang,"Rumah Alam Sutera 2 , Sutera Rasuna , Uk6x11m2",1390.0,"Alam Sutera, Tangerang",66.0,74.0,3.0,2.0,2.0
1562,Tangerang,"Dijual Rumah Alam Sutera 2 , Sutera Rasuna , Uk6x14m2 , Bisa Cicil Dp 12x",1690.0,"Alam Sutera, Tangerang",84.0,87.0,3.0,3.0,2.0
1563,Tangerang,"Dijual Rumah Alam Sutera 2 , Sutera Rasuna , Uk8x14m2 , Bisa Cicil Dp 12x",2400.0,"Alam Sutera, Tangerang",112.0,117.0,3.0,3.0,2.0
1565,Tangerang,Bu Rumah Cantik Full Renov di Cluster Grand View Karawaci,830.0,"Curug, Tangerang",102.0,90.0,3.0,3.0,2.0
1566,Tangerang,Rumah Cluster Thomson Super Bu Lokasi Strategis Di Gading Serpong,1650.0,"Gading Serpong, Tangerang",77.0,73.0,2.0,2.0,2.0
1567,Tangerang,Rumah Modern Minimalis Siap Huni Di Bsd City,3350.0,"BSD, Tangerang",175.0,250.0,4.0,3.0,1.0
1568,Tangerang,"Rumah Mewah 5KT Baru di Bsd, Harga Termurah Area Luas",3100.0,"BSD Foresta, Tangerang",84.0,144.0,5.0,3.0,2.0
1569,Tangerang,Rumah Asri 2 Lantai Siap Huni di Giri Loka,3350.0,"BSD, Tangerang",175.0,250.0,4.0,3.0,1.0
1570,Tangerang,"Rumah 2 Lantai Baru di Menteng Grand Gading Serpong, Tangerang",9800.0,"Gading Serpong, Tangerang",300.0,328.0,4.0,4.0,3.0
1571,Tangerang,Rumah Murah 600jtan Bisa Kpr 15 Menit Ke Transpark Mall Bintaro J20590,700.0,"Graha Raya, Tangerang",73.0,91.0,2.0,3.0,0.0
1572,Tangerang,Rumah Murah Bisa Nego 10 Mnt ke Transmart Graha Raya Dibantu KPR J23359,470.0,"Graha Raya, Tangerang",60.0,36.0,2.0,1.0,0.0
1573,Tangerang,Rumah Seken Terawat Harga Nego 15 Menit ke Stasiun Tangerang SIap KPR J23217,440.0,"Karawaci, Tangerang",60.0,60.0,2.0,1.0,0.0
1574,Tangerang,Rumah 2 Lantai SHM 15 Mnt Ke Living World Alam Sutera Harga Nego J16879,970.0,"BSD City, Tangerang",108.0,120.0,3.0,2.0,1.0
1575,Tangerang,Rumah Mewah Semi Furnished Bisa Nego 15 menit ke The Breeze BSD City J20856,1570.0,"BSD City, Tangerang",94.0,117.0,3.0,2.0,0.0
1576,Tangerang,Rumah 2 Lantai 3KT 10 Menit ke Gerbang Tol Karawaci 2 J12044,1940.0,"Lippo Karawaci, Tangerang",180.0,120.0,3.0,3.0,0.0
1577,Tangerang,Rumah 2 Lt Halaman Luas dekat Mall dan Sekolah di Tangerang Dibantu KPR J22380,5530.0,"Gading Serpong, Tangerang",224.0,260.0,4.0,4.0,0.0
1578,Tangerang,"Rumah Luas SHM Lb 200 Murah di Gading Serpong Hanya 1 Unit Dibantu Kpr 5mnt Ke Gerbang Tol, Bisa Kpr J15650",1220.0,"Gading Serpong, Tangerang",112.0,200.0,3.0,2.0,0.0
1579,Tangerang,Rumah 500jtan di Gading Serpong 15 Menit ke SMA Tarakanita Hadap Timur J13879,500.0,"Gading Serpong, Tangerang",60.0,60.0,2.0,1.0,0.0
1580,Tangerang,Rumah 2 Lt SHM LT 120 Harga Nego 8 menit ke BSD Plaza Dibantu KPR J12387,1770.0,"BSD, Tangerang",120.0,200.0,4.0,5.0,0.0
1581,Tangerang,Rumah Luas Hadap Utara Siap KPR 10 menit ke Grand Serpong Mall Bisa Nego J11683,1550.0,"Gading Serpong, Tangerang",105.0,70.0,2.0,3.0,0.0
1582,Tangerang,Rumah Luas 6 Kamar Strategis di Tangerang Harga Nego Siap KPR J20120,3640.0,"BSD, Tangerang",200.0,148.0,6.0,4.0,1.0
1583,Tangerang,Rumah 2 Lantai Alam Sutera 2 Viral 880 Juta,915.0,"Alam Sutera, Tangerang",44.0,60.0,2.0,2.0,1.0
1584,Tangerang,Rumah 2 Lantai Furnish Cantik Gading Serpong Phg,6900.0,"Gading Serpong, Tangerang",270.0,350.0,5.0,3.0,2.0
1585,Tangerang,Rumah Huk Cantik Maksimal Di Vermont Parkland Bsd City Luas 340 Semi Furnished,7400.0,"BSD City, Tangerang",340.0,350.0,4.0,4.0,0.0
1586,Tangerang,Rumah 2 Lantai Di Gading Serpong Full Furnished Lokasi Strategis Cakep Termurah,3550.0,"Gading Serpong, Tangerang",135.0,200.0,5.0,3.0,2.0
1587,Tangerang,"Rumah 2 Lantai Bagus Furnished , Mozia Bsd ,",4700.0,"BSD, Tangerang",160.0,220.0,3.0,4.0,3.0
1588,Tangerang,rumah dalam cluster design elegant di bsd tangerang selatan,1000.0,"BSD, Tangerang",61.0,69.0,3.0,2.0,2.0
1589,Tangerang,"Rumah Cantik, Boston Gading Serpong Semi Furnish, Full Bangunan.",1600.0,"Gading Serpong, Tangerang",60.0,67.0,3.0,2.0,1.0
1590,Tangerang,Jarang Adaa Dijual Rumah Mewah Alicante Gading Serpong. Siap Huni,3200.0,"Gading Serpong, Tangerang",144.0,288.0,3.0,3.0,0.0
1591,Tangerang,Rumah 2 lantai dekat dengan area perkantoran di pondok cabe,900.0,"Pondok Cabe, Tangerang",65.0,78.0,3.0,3.0,2.0
1592,Tangerang,MURAH RUMAH MEWAH GRIYA LOKA BSD,3220.0,"BSD City, Tangerang",169.0,300.0,4.0,4.0,2.0
1593,Tangerang,"Rumah Luas 2 Lantai 3KT Siap Kpr Cash di Bsd, Area Premium",1900.0,"BSD Nusaloka, Tangerang",66.0,93.0,3.0,3.0,1.0
1594,Tangerang,Rumah Ala Resort View Golf Di Paramount Hill Golf Residence,33000.0,"Gading Serpong, Tangerang",1104.0,695.0,4.0,4.0,2.0
1595,Tangerang,"Rumah Tabebuya Impresahaus Termurah, Bsd City, 3 Lantai, Full Furnished Developer, Siap Huni",2000.0,"BSD City, Tangerang",60.0,88.0,3.0,3.0,1.0
1596,Tangerang,Rumah 3 Lt Fasilitas Kolam Renang di BSD Siap Huni Harga Nego J8446,1550.0,"BSD, Tangerang",32.0,90.0,4.0,3.0,0.0
1597,Tangerang,Rumah SHM dekat RS Medika BSD Harga Nego Dibantu KPR J21240,1110.0,"BSD, Tangerang",72.0,42.0,3.0,2.0,0.0
1598,Tangerang Selatan,Rumah Baru Renov di Pamulang 10 Menit ke RSIA Vitalaya Full Furnish J18425,1570.0,"Pamulang, Tangerang Selatan",120.0,65.0,2.0,2.0,0.0
1599,Tangerang Selatan,Rumah SHM 2 Lantai Hanya 10 Menit Ke Bintaro Jaya Xchange Mall Harga Nego J17992,3040.0,"Bintaro, Tangerang Selatan",194.0,180.0,5.0,4.0,1.0
1600,Tangerang Selatan,Rumah Hook 2 Lantai Baru SHM di Mertilang Bintaro Jaya Sektor 9.,5600.0,"Sektor 9-Bintaro, Tangerang Selatan",222.0,250.0,4.0,4.0,2.0
1601,Tangerang Selatan,Rumah Di Bsd Serpong Material Terbaik. Dekat Global Islamic School,1300.0,"Serpong, Tangerang Selatan",75.0,83.0,3.0,3.0,2.0
1602,Tangerang Selatan,Dijual Exclusive Rumah Ada Kolam Renang Di Kebayoran Bintaro,8700.0,"Sektor 7-Bintaro, Tangerang Selatan",400.0,200.0,4.0,3.0,1.0
1603,Tangerang Selatan,"Dijual Rumah Dekat Bsd, 3kamar, 2 Carport  Di Kalimaya Park Pamulang",999.0,"Pamulang, Tangerang Selatan",61.0,60.0,3.0,2.0,2.0
1604,Tangerang Selatan,Rumah Cantik 2 Lantai Baru Renovasi Di Graha Raya,1600.0,"Graha Raya, Tangerang Selatan",96.0,160.0,3.0,2.0,1.0
1605,Tangerang Selatan,Rumah Asri Ciputat Timur 2 Lantai Siap Huni,5000.0,"Ciputat Timur, Tangerang Selatan",330.0,400.0,4.0,4.0,2.0
1606,Tangerang Selatan,Rumah Brand New Dua Lantai Sedang Renovasi Ada Kolam Renang,4900.0,"Pondok Aren, Tangerang Selatan",180.0,304.0,4.0,4.0,0.0
1607,Tangerang Selatan,Rumah 2 Lantai Dekat Perkantoran Tb Simatupang Bisa Cicil 60x Tanpa Bunga,980.0,"Pamulang, Tangerang Selatan",90.0,74.0,3.0,2.0,2.0
1608,Tangerang Selatan,Rumah Baru Siap Huni di Pamulang Dekat RSIA Buah Hati Ready Funish J22662,1200.0,"Pamulang, Tangerang Selatan",98.0,66.0,3.0,2.0,0.0
1609,Tangerang Selatan,Rumah Strategis LT 120 Dekat Sekolah dan RS di Pamulang Siap Huni J18425,1570.0,"Pamulang, Tangerang Selatan",120.0,65.0,2.0,2.0,0.0
1610,Tangerang Selatan,Dp Mulai 0 Persen Townhouse Indah Asri Residen di Bintaro,800.0,"Bintaro, Tangerang Selatan",65.0,36.0,2.0,1.0,1.0
1611,Tangerang Selatan,Rumah Brand New Sedang Renovasi D Mertilang Bintaro Jaya Sektor 9,6900.0,"Bintaro, Tangerang Selatan",241.0,300.0,5.0,4.0,2.0
1612,Tangerang Selatan,Rumah Brand New Di Taman Puri Bintaro Jaya Sektor 9,5700.0,"Bintaro, Tangerang Selatan",186.0,250.0,4.0,4.0,1.0
1613,Tangerang Selatan,Dijual Rumah Brand New Puri Bintaro Jaya Sektor 9,5500.0,"Sektor 9-Bintaro, Tangerang Selatan",300.0,350.0,6.0,5.0,0.0
1614,Tangerang Selatan,Dijual Rumah Satu Lantai Halaman Luas Di Bintaro Jaya Sektor 9,2900.0,"Sektor 9-Bintaro, Tangerang Selatan",286.0,150.0,3.0,3.0,0.0
1615,Tangerang Selatan,Rumah Full Furnished Dalam Cluster Hanya 5 Menit Ke Stasiun,1650.0,"Bintaro, Tangerang Selatan",72.0,90.0,3.0,2.0,1.0
1616,Tangerang Selatan,Rumah Baru Renovasi Semi Furnished Di Emerald Bintaro Jaya,4990.0,"Bintaro, Tangerang Selatan",180.0,200.0,4.0,3.0,2.0
1617,Tangerang Selatan,Rumah Modern Minimalis Siap Huni Dalam Cluster Bintaro Jaya Sektor 9,2600.0,"Bintaro, Tangerang Selatan",108.0,176.0,4.0,3.0,2.0
1618,Tangerang Selatan,Rumah 2 Lantai 15 Menit ke Mall Paradise Walk Serpong 860jtan Harga All In KPR J11343,910.0,"Serpong, Tangerang Selatan",81.0,51.0,3.0,2.0,0.0
1619,Tangerang Selatan,Rumah 1 Lt Semi Furnish di Graha Raya Dekat Tol Parigi Sudah Renov J22852,1660.0,"Graha Raya, Tangerang Selatan",90.0,126.0,2.0,1.0,0.0
1620,Tangerang Selatan,Dijual Cepat Rumah Asri 2 Lantai Unfurnished Bintaro Jaya Sektor 4 SHM,2850.0,"Bintaro, Tangerang Selatan",241.0,360.0,4.0,3.0,2.0
1621,Tangerang Selatan,"Rumah Siap Huni 2 Lantai, 3 Kt, 2 Km Dekat Cbd Bintaro Jaya Shm",1300.0,"Bintaro, Tangerang Selatan",70.0,70.0,3.0,2.0,1.0
1622,Tangerang Selatan,"Perumahan Pondok Jaya, Jalan Poselan Blok E 8 Nomor 18, Bintaro Jaya Sektor 5, Pondok Aren, Kota Tangerang Selatan",1260.0,"Bintaro, Tangerang Selatan",109.0,270.0,4.0,2.0,2.0
1623,Tangerang Selatan,"Rumah Bagus Di Emerald Bintaro Pondok Aren Strategis Dekat Perkantoran, Sekolah Dan Jalan Tol Bebas Banjir",2200.0,"Bintaro, Tangerang Selatan",84.0,100.0,3.0,2.0,1.0
1624,Tangerang Selatan,Rumah Cantik 2 Lantai Baru Renovasi Di Graha Raya,1550.0,"Graha Raya, Tangerang Selatan",96.0,160.0,3.0,2.0,1.0
1625,Tangerang Selatan,Rumah Brand New Senayan Bintaro Jaya Sektor 9 Ada Kolam Renang,7400.0,"Sektor 9-Bintaro, Tangerang Selatan",225.0,390.0,5.0,4.0,2.0
1626,Tangerang Selatan,Dijual Rumah Di Bintaro Sektor 3 Brand New,7900.0,"Bintaro, Tangerang Selatan",250.0,420.0,4.0,4.0,2.0
1628,Tangerang Selatan,Rumah Hadap Timur LT 205 Bisa Nego 8 menit ke Living Plaza Pamulang Siap KPR J19731,1050.0,"Pamulang, Tangerang Selatan",205.0,100.0,3.0,2.0,0.0
1629,Tangerang Selatan,"Rumah Siap Huni Murah dekat RS Mitra Keluarga Pamulang, Tangsel Harga Nego J17722",450.0,"Pamulang, Tangerang Selatan",72.0,65.0,2.0,1.0,0.0
1630,Tangerang Selatan,Rumah LT 120 Hadap Selatan Bisa Nego 15 Mnt ke Bintaro Jaya Xchange Mall J22992,1110.0,"Bintaro, Tangerang Selatan",120.0,48.0,2.0,1.0,0.0
1632,Tangerang Selatan,Rumah 2 Lantai Mewah Harga Nego 10 Menit Ke Gerbang Tol di Tangerang Selatan J22662,1200.0,"Bintaro, Tangerang Selatan",98.0,66.0,3.0,2.0,0.0
1634,Tangerang Selatan,Rumah 3Lt Gratis Renov 10 menit ke Transpark Mall Bintaro Siap KPR J19666,1750.0,"Bintaro, Tangerang Selatan",85.0,200.0,4.0,3.0,0.0
1635,Tangerang Selatan,Rumah 2 Carport Hadap Timur 10 Mnt ke Bintaro Jaya Xchange Mall Dibantu KPR J23362,1280.0,"Bintaro, Tangerang Selatan",72.0,65.0,2.0,2.0,0.0
1636,Tangerang Selatan,Rumah Idaman Siap Huni 5 Kamar Tidur 15 Menit ke CBD Ciledug Family Mall Bisa KPR J25926,1250.0,"Bintaro, Tangerang Selatan",98.0,196.0,5.0,2.0,0.0
1637,Tangerang Selatan,Rumah SHM 3 Lt Ready Furnished 15 menit ke ITC BSD Siap KPR J19666,1750.0,"Bintaro, Tangerang Selatan",85.0,200.0,4.0,3.0,0.0
1638,Tangerang Selatan,Rumah Luas Hadap Utara Strategis Dekat Bintaro Jaya Xchange Mall J23768,3210.0,"Bintaro, Tangerang Selatan",196.0,298.0,4.0,3.0,0.0
1639,Tangerang Selatan,Rumah SHM 10 Menit ke RSU Hermina Serpong Dibantu KPR Harga Nego J22846,480.0,"Serpong, Tangerang Selatan",84.0,45.0,2.0,1.0,0.0
1640,Tangerang Selatan,Rumah LT 193 Harga Nego Siap Huni 10 Menit ke Mall Living World Alam Sutera J12027,1770.0,"Graha Raya, Tangerang Selatan",193.0,90.0,3.0,2.0,0.0
1641,Tangerang Selatan,Rumah Nego Free Renov dekat Living Plaza Pamulang Dibantu KPR J21161,950.0,"Pamulang, Tangerang Selatan",104.0,42.0,2.0,1.0,0.0
1642,Tangerang Selatan,Rumah 10 Menit ke RSU Hermina Serpong Hadap Selatan Dibantu KPR J6929,590.0,"Serpong, Tangerang Selatan",81.0,45.0,2.0,1.0,0.0
1643,Tangerang Selatan,Rumah Strategis Hadap Selatan 10 menit ke CBD Ciledug Family Mall J21631,1110.0,"Graha Raya, Tangerang Selatan",84.0,70.0,3.0,1.0,0.0
1644,Tangerang Selatan,Rumah Luas Semi Furnished 4 Menit ke RS Hermina Serpong Tangsel Dibantu KPR J22096,1070.0,"Serpong, Tangerang Selatan",103.0,66.0,3.0,2.0,0.0
1645,Tangerang Selatan,Rumah Idaman 5 Kamar Tidur Strategis 15 Menit ke CBD Ciledug Family Mall Siap KPR J-25926,1250.0,"Graha Raya, Tangerang Selatan",98.0,196.0,5.0,2.0,0.0
1661,Tangerang Selatan,Rumah 2 Lt SHM LT 180 Harga Nego 13 Menit ke Gerbang Tol Ciledug 1 Dibantu KPR J23382,2100.0,"Bintaro, Tangerang Selatan",180.0,150.0,4.0,2.0,0.0
1662,Tangerang Selatan,Rumah SHM 15 Menit ke Gerbang Tol Ciledug 4 Siap KPR Harga Nego J22482,1170.0,"Bintaro, Tangerang Selatan",81.0,70.0,2.0,1.0,0.0
1663,Tangerang Selatan,Rumah Cantik 3 Lt Siap KPR 6 Menit ke Gerbang Tol Bintaro Viaduct J24856,2210.0,"Bintaro, Tangerang Selatan",118.0,100.0,2.0,3.0,0.0
1664,Tangerang Selatan,Rumah Luas Dan Cantik 1 Lantai Tinggi Dan Besar Dekat Kampus Unpam Free Semua Biaya-Biaya,680.0,"Pamulang, Tangerang Selatan",84.0,45.0,2.0,1.0,2.0
1665,Tangerang Selatan,Rumah Siap Huni Type 45/72 Samping Permata Pamulang,570.0,"Pamulang, Tangerang Selatan",72.0,45.0,2.0,1.0,2.0
1666,Tangerang Selatan,Rumah Nyaman Siap Huni Akses Tol Pamulang,820.0,"Pamulang, Tangerang Selatan",62.0,75.0,3.0,2.0,1.0
1667,Tangerang Selatan,"Rumah 2 Lantai Bagus di Pamulang, Dekat Pintu Tol Pamulang, Bebas Banjir, Dekat Jalan Raya, Cluster Greenwoods Pamulang 8, Tangerang Selatan",1490.0,"Pamulang, Tangerang Selatan",112.0,96.0,3.0,2.0,2.0
1668,Tangerang Selatan,Rumah Kondisi 2 Lt Kebayoran Infinity Bintaro Jaya Sektor 7,4250.0,"Bintaro, Tangerang Selatan",135.0,162.0,4.0,3.0,2.0
1669,Tangerang Selatan,Rumah 2 Lantai Semi Furnished Shm Murah Sektor 5 Bintaro Jaya,2200.0,"Bintaro, Tangerang Selatan",147.0,200.0,3.0,2.0,2.0
1670,Tangerang Selatan,"The Luxury Of Bintaro Jaya. Rmh Mewah, Hook, Siap Huni, Cozy, 2Lt",4800.0,"Bintaro, Tangerang Selatan",195.0,191.0,4.0,3.0,2.0
1671,Tangerang Selatan,Rumah Luas 2 Lt Bisa Nego 5 Menit ke Stasiun Sudimara Dibantu KPR J22187,1330.0,"Bintaro, Tangerang Selatan",100.0,200.0,4.0,3.0,0.0
1672,Tangerang Selatan,Rumah Strategis 10 Menit ke Gerbang Tol Pamulang Bebas Biaya Biaya J22662,1200.0,"Pamulang, Tangerang Selatan",98.0,66.0,3.0,2.0,0.0
1673,Tangerang Selatan,Hunian Cantik SHM 15 Menit Ke Stasiun Sudimara SHM Lt 137 Harga Nego J18133,1400.0,"Ciputat, Tangerang Selatan",137.0,105.0,4.0,1.0,1.0
1674,Tangerang Selatan,Rumah Hadap Utara 9 Menit ke Living Plaza Bintaro Harga Nego Siap KPR  J26523,1440.0,"Bintaro, Tangerang Selatan",135.0,170.0,3.0,3.0,0.0
